ClassTable,nameTextId,descTextId,number,promotion,SMSId,slowWalking,defaultPortraitId,unk0A,baseHP,basePow,baseSkl,baseSpd,baseDef,baseRes,baseCon,baseMov,maxHP,maxPow,maxSkl,maxSpd,maxDef,maxRes,maxCon,classRelativePower,growthHP,growthPow,growthSkl,growthSpd,growthDef,growthRes,growthLck,promotionHP,promotionPow,promotionSkl,promotionSpd,promotionDef,promotionRes,attributes,baseSwordRank,baseLanceRank,baseAxeRank,baseBowRank,baseStaffRank,baseAnimaRank,baseDaggerRank,baseStoneRank,pBattleAnimDef,pMovCostTable,pRainMovCostTable,pSnowMovCostTable,pTerrainAvoidLookup,pTerrainDefenseLookup,pTerrainResistanceLookup,classType
1588,0xff01,0xff,0x3,0x33,0x0,0x38,0x3f00,0x0,11,16,3,-128,1,-16,-1,0,0,-14,-1,-1,-1,-1,59,51,-13,-125,0,37,-1,15,-16,0,15,-96,30,32,61,0x33ffff00,51,51,51,0,238,2,238,238,0x2222be00,0xa9551e80,0x350300,0x1e00351e,0xb009e35,0x9ee20c,0x101b4050,2147828999
1589,0x1300,0xff53,0x4f,0x34,0x33,0x35,0x53,0x33,51,5,80,51,51,83,80,-32,0,-121,48,1,0,27,85,5,0,80,83,0,84,-1,53,-18,84,51,-18,-30,0,0xee12e054,84,46,225,227,160,192,188,240,0xf33f7f20,0x2ff003f,0xf000ffe0,0xd570fee0,0xf0f10ff,0x1eb600e0,0x33fffe,3774037550
1590,0xe31,0xef00,0x3c,0x31,0xe,0x10,0x60b2,0x1,16,-52,16,63,63,51,0,-5,-13,-13,0,-18,-16,48,-18,105,-30,-15,29,1,29,63,0,3,15,-13,33,14,-80,0x11f21100,47,0,58,191,15,0,240,185,0x1f01900,0x20031033,0x21eeff25,0x5c50d013,0xe001b0,0xe0004e03,0x2301a42b,3758293182
1591,0x2b,0xbe0f,0x0,0x0,0xee,0x5e,0xeee0,0x44,19,-27,68,0,52,17,81,52,19,17,50,34,0,-30,-98,80,34,34,-30,14,34,-54,0,4,0,3,34,43,0,0x300bb03,78,1,52,34,34,69,68,35,0x231122,0x34953335,0x34553335,0x44435e00,0x2aa4e244,0x2e221043,0xa23700aa,35791581
1592,0x5dde,0x6954,0xe1,0xe,0x0,0x3,0xee,0x54,105,33,53,-108,41,38,-59,0,68,94,34,69,-35,-114,85,68,0,85,-50,-116,71,-27,-83,-68,124,-128,0,119,-29,0xe23e0eee,51,228,128,0,3,51,228,226,0xe353333c,0x5333c400,0x5cc4440e,0x4447000e,0x331eeee4,0x1e00f00e,0x1eff0e32,2163211810
1593,0x300,0x1e1e,0x32,0xee,0x21,0x1e,0x8842,0x0,3,-29,30,34,0,3,50,-17,50,32,-29,-1,0,35,63,33,51,-2,0,48,35,-29,1,123,1,-111,51,-2,-1,0xffe30fff,224,238,16,49,33,35,1,43,0xff350411,0x110b30fb,0x300ee3b,0x163611e3,0x12e3f00,0x7202e2f,0xc0e90370,520160000
1594,0xe03f,0xe,0xe0,0x44,0x0,0xe2,0xe000,0x22,33,14,-32,34,0,17,-30,-32,51,17,33,14,62,66,18,0,8,18,17,50,-50,0,3,51,0,35,17,17,34,0x21221122,0,34,52,18,17,51,77,35,0xd25c0011,0x25cc1234,0x3c00234d,0x3334d253,0x64d2533,0x22344453,0x40281132,8397064
1595,0x1108,0x5222,0x54,0x12,0x21,0x32,0x5500,0x23,17,34,83,34,34,-29,0,-59,34,50,-29,-52,34,51,-29,5,-116,51,51,67,94,2,-100,-50,0,3,48,110,85,0x3000c01,227,92,109,173,0,220,88,218,0xaa65dc6d,0x6666206c,0x66ad0320,0xdaa66c,0xaaa66cb6,0xddccc86d,0x447ccb00,2009980392
1596,0xe8,0xcaee,0xdc,0xed,0xa2,0x6a,0x2edb,0x0,26,-90,-37,34,26,-70,45,34,0,34,-42,45,34,-45,-35,34,50,0,-83,94,50,53,-30,18,33,51,9,-29,17,0x3003211,34,51,16,3,0,211,221,35,0xe966ad32,0x6aa60032,0x1ee03ec6,0x1e403322,0x32218400,0xe3330ee3,0xee00fe00,235926286
1597,0x0,0xff30,0xee,0xee,0xe,0x0,0x2224,0x14,-29,-2,14,18,112,-13,64,3,-1,-13,-73,0,25,-16,2,-125,2,85,-13,3,124,16,19,49,39,113,-112,115,-81,0x231103b0,46,17,33,64,3,25,17,50,0x11000e9,0x90213c,0x6b0c,0xd2640303,0x258f03,0x28740303,0x3004333,1141243972
1598,0x3332,0x4415,0x44,0x21,0x2,0x4f,0x134,0x28,77,1,96,0,66,35,18,34,37,52,34,33,80,84,0,8,68,0,8,68,53,66,35,0,-28,62,35,52,85,0xe33335,83,197,51,227,50,85,60,227,0xc5c52200,0x5c5322e3,0x322100ec,0x2212e5c5,0x22005d53,0x775e3221,0x2c7cc87,3346496716
1599,0xcccc,0x1b0,0xdd,0x80,0x0,0x3,0xddd5,0xdd,-35,-36,34,-109,0,102,-36,50,-87,102,-36,-110,-90,-128,16,3,106,-36,-99,-54,-86,-36,-27,0,-86,-84,-35,-82,106,0xaee5ba,102,107,102,106,102,62,102,102,0x663ea600,0x66eee6a6,0xea00a6,0xe6bab66,0x6b19a6bb,0x340660e,0x4ee3e401,31930369
1600,0xa32f,0x63cb,0xaf,0xf3,0xf,0x23,0x23b3,0xa2,2,115,-2,1,66,51,-73,18,-109,16,3,-15,51,-80,3,1,48,0,-34,1,44,16,8,0,0,8,0,20,2,0x1101709b,38,34,67,2,83,34,67,19,0x3e01109b,0xe90300a1,0xe9000400,0x2f0023ee,0xe0e4ee00,0xee44423e,0x222309eb,352378594
1601,0xece2,0x1e00,0x54,0xce,0x23,0xcb,0x532,0x20,-18,0,36,18,34,0,-34,52,34,-111,-50,66,35,-110,0,-50,35,-108,73,-28,-18,78,68,0,67,-18,-18,68,51,0x4e3377,228,238,119,227,190,93,85,238,0xdddcee00,0xdcccddde,0xcdcd00ed,0xde5e5ecc,0x1e00eeee,0xdbaacbee,0xddcbbb,3113991099
1602,0xdeab,0x66ae,0x0,0xbb,0xdd,0xed,0x6bcc,0xdc,-50,-86,0,102,85,-86,-86,-74,17,100,106,0,102,18,65,102,-90,45,17,100,0,-86,-37,18,65,-86,107,-86,102,0xbb660e00,230,9,102,198,158,0,0,107,0xb6000ec6,0x10e6bb,0x3006aaa,0xba00e6ab,0xf1eaaa3f,0x5101d030,0xc103f027,4284485951
1603,0xf314,0xff14,0x21,0x70,0x15,0xb,0xfa24,0xd0,1,19,-11,-11,14,-64,-16,1,32,1,-112,62,51,0,-23,67,0,68,0,62,68,51,-112,78,68,3,52,-32,52,0x2e04433,160,0,3,8,68,224,68,68,0xdee7a104,0xee331534,0xcc0602dc,0x29ebb02,0x44e400b6,0x33e33344,0x45003334,1146482403
1604,0xc9bb,0xcc,0xaa,0x9d,0xbc,0xcb,0xc9d9,0xbb,-101,0,-37,-51,-69,-71,-53,-51,-100,-69,32,-69,-36,0,12,-50,-39,-52,-71,-28,0,-50,-99,-68,-69,45,65,-52,-67,0xa4112d00,172,219,33,164,170,0,219,34,0x22dbd9a4,0xda00ddee,0xebbb33e2,0xbb333e,0xab33334e,0xaa009ecb,0x9e60e,11536102
1605,0x2002,0xe403,0x7,0x9,0x0,0x0,0xe43,0x4,-25,16,12,-16,1,-26,-15,63,-16,3,112,3,-1,63,3,-56,1,51,15,-114,1,47,15,-1,3,54,54,0,15,0x7fff0320,240,81,39,0,25,70,86,53,0x662114b,0x806ff0aa,0x444e64d6,0x555e9044,0x3e001254,0x54430155,0x454b0144,14680097
1606,0x9003,0x455e,0x0,0x0,0x14,0x20,0x444e,0x0,32,52,-28,-18,84,52,10,67,14,84,68,16,3,68,0,3,-28,0,0,84,84,53,14,85,37,50,0,14,-19,0xebdcee0,0,80,80,220,0,74,238,7,0xd4e0e5d3,0xee40dd,0xd4e03e03,0xe02ecd,0xeb2dccd4,0xee3333ee,0x33ee4300,1042560078
1607,0xee,0x3255,0x3e,0x45,0x3e,0xe4,0x9e34,0x0,-28,78,69,94,73,51,84,78,4,-107,52,67,51,-28,1,39,-29,9,72,0,6,82,0,67,1,48,51,52,-27,0x35330000,227,0,51,84,227,31,0,53,0xf01c0054,0xf03ff101,0xdd030003,0x6b32cf33,0x37b123f,0xbf1c11ff,0x62f91911,277086867
1608,0x80f,0x17,0xa,0x0,0xf0,0x1,0xc165,0x0,38,0,3,-13,-16,-16,-16,-1,0,3,-113,-46,-109,-1,63,3,1,87,8,62,0,1,7,-48,-86,0,31,62,3,0xcb033ef7,224,24,191,222,160,2,144,206,0xbd0204,0x8bcde90,0xbbcde9f0,0x110e5205,0xe50221,0x9ed5555,0x830ece04,3147749636
1609,0xdccb,0x2ed,0x65,0x20,0x3,0x0,0x4e90,0xcc,60,0,78,-52,-36,-128,0,3,-35,0,62,-52,-69,0,78,50,51,-52,1,-108,8,-41,-23,-18,16,119,-30,0,84,0x44e24499,68,85,237,0,69,68,84,203,0x3c44445e,0x85ee323,0xeeeee0de,0x34296302,0xe55400,0x954544,0x9e440044,239355136
1610,0x5500,0xe57d,0x1,0x88,0x2,0x7b,0x1f0,0xd9,-119,33,4,15,32,-3,-19,97,47,5,11,0,3,-16,7,-121,32,23,47,32,38,-12,65,59,16,37,-14,80,1,0xe7090302,63,63,121,191,25,243,32,31,0x231133c9,0x720900ff,0x1f103378,0x58013a01,0xdeff4770,0xffbb00aa,0xf3aaaace,3137387470
1611,0xdeff,0xcccc,0xf,0xe0,0x33,0xe0,0xeb08,0xa,27,64,31,-69,-85,-36,-19,-86,0,-53,61,-29,-53,-36,-29,62,-52,3,60,-98,-1,50,66,14,-128,29,112,1,-1,0x7f40531a,240,1,240,31,240,31,112,31,0x2211b3ca,0xb3f319ac,0x212f1e10,0x7ff20e,0x6f23c033,0x57f0,0x77de5355,1454662489
1612,0x3e2f,0x318c,0x7f,0x4f,0x3f,0x23,0x1a1a,0xd,33,-37,66,52,42,-15,29,-114,21,-54,24,-116,1,16,64,11,0,36,0,0,-48,1,51,51,0,3,-52,0,56,0xb00c300,16,3,128,1,48,51,153,0,0xcc933332,0x5ceecb33,0x5dd93301,0x5cde935c,0x40802700,0xeeee9001,0x66abeee9,2858860032
1613,0xaa66,0xcaaa,0xab,0x0,0xaa,0xaa,0x66ac,0xa5,-86,106,102,-96,80,30,-98,0,3,-22,-18,9,0,102,0,-22,-18,-18,-70,-85,70,119,-69,28,106,116,55,0,6,0x1b06b00,238,57,0,51,51,88,238,201,0x25433cc,0x433309ee,0x9df0ee54,0xcc330e33,0x7720cccc,0x1ed04e00,0x1f208230,12795075
1614,0x33,0x3001,0xc2,0x0,0x3,0x70,0x337,0x3,0,60,16,30,51,13,-52,60,-61,60,16,25,0,16,48,-112,60,64,3,64,95,-61,-52,52,60,60,0,30,3,0x2000c030,240,127,1,21,16,59,60,219,0x11106c10,0x2f1132,0x4d00b328,0x30701900,0x3103301,0x3332520,0xdc00cce0,3437028301
1615,0xe05d,0xcd,0xcc,0xcc,0xe0,0xcd,0xcdec,0x90,-50,12,-18,-18,0,-23,17,13,48,1,92,-85,0,-70,106,-52,-18,-50,-86,-18,14,2,-23,-85,14,0,-112,-66,0,0x11c0e912,77,80,31,172,70,55,51,172,0x33370074,0x33337dca,0x34018dca,0x448dab33,0x300ee34,0x448e9001,0x558ee033,2281745936
1616,0x3333,0x4773,0x33,0x33,0x77,0x6,0x3364,0x33,71,102,0,10,0,3,100,-96,16,3,-90,0,18,-58,68,-18,-18,-98,0,102,86,85,-27,102,69,68,69,0,86,0x85434545,68,83,53,0,133,88,68,53,0x45577885,0x77785b0a,0x3ac0057,0x556411,0x5400000e,0x440000e4,0xe4506,50353221
1617,0x1000,0x3855,0x85,0xed,0x31,0x23,0x4b11,0x1,58,0,-64,60,-30,16,-15,17,51,97,55,3,3,3,1,88,3,17,-61,0,3,17,20,51,51,48,1,9,127,0x10850133,14,1,21,0,10,0,36,1,0x3f6f112b,0xb303433,0x13203b21,0x2f615f11,0xd2fa03f0,0xf001f07f,0x8d4201,51437571
1618,0xae9,0x3444,0x33,0x5e,0x0,0x3,0x204e,0x3,51,-84,96,3,69,0,15,68,0,3,1,50,-54,51,36,71,106,0,3,-86,108,32,3,119,-92,80,108,1,67,0x734f316a,71,74,213,0,119,119,74,203,0xaa4d77dd,0xd65d5500,0xda6cc66b,0x666a00b6,0x6a6a6ada,0x6600adaa,0x66dda4cb,14190522
1619,0x9e5,0xd887,0x54,0x9e,0x55,0x45,0x4400,0xe5,91,77,52,84,-37,77,0,51,51,-37,68,51,119,77,52,3,115,-73,77,52,119,107,80,-112,18,-86,-96,18,-81,0x77fa0154,232,9,0,171,7,186,14,0,0xc006666,0x831c001,0x3c2851ab,0x52c00b00,0x520130b7,0x409c1200,0x3c3303,9306393
1620,0x3,0x7f3c,0x30,0x1,0x47,0x10,0xf126,0x33,-15,63,-16,1,-128,1,17,39,-87,18,115,94,0,3,78,48,3,-112,-34,0,22,68,-67,16,3,68,68,68,1,0xc0344427,0,3,48,1,69,68,68,84,0x4d00dd44,0xdbabd45d,0x5baacd5d,0x77be00b1,0x49018412,0x114e1133,0x2500a053,1409417301
1621,0x554d,0x5344,0x0,0x47,0x64,0xdd,0x77dd,0x47,68,56,58,51,119,32,38,96,1,0,42,84,0,39,-27,0,68,52,-73,102,67,116,107,102,0,67,-124,108,102,0xbb448843,0,68,88,171,102,84,189,170,0xbeee0066,0xe90966aa,0x66026aab,0x6600e466,0xaa03006a,0xaa00eb00,0xaa09ebaa,250216522
1622,0x46b6,0xeab,0xb6,0x66,0x3,0xb6,0x46ee,0x66,102,-21,81,39,-110,-109,-1,-93,-81,1,78,17,66,33,98,1,94,1,66,51,-73,33,106,-8,16,33,-15,51,-15,0x6101f03f,60,238,224,189,0,224,34,94,0x2211e0d4,0x11e00055,0x13e02211,0x90021111,0x11111e,0x5e03003e,0xda111100,2853878445
1623,0x1bd,0xabcb,0xa5,0xda,0x55,0xb5,0x153,0xf,68,50,0,-7,34,34,51,32,3,33,34,0,50,51,-21,68,51,78,-79,61,0,51,78,26,-37,-29,-27,-85,-70,0xb50eed10,0,227,83,171,187,158,0,51,0x33ebabc5,0x83babcc5,0xe50e2201,0xd5000eee,0x8b4f1208,0xbe904524,0xbbbe016a,1795328256
1624,0x902a,0x6e,0x3,0xae,0x0,0xb,0xcd,0x13,-74,0,0,-112,-50,-52,70,-92,102,-26,68,-86,2,-77,106,102,107,16,3,-74,108,1,-70,106,-74,102,106,-90,-86,0xa6370300,204,0,3,80,71,230,64,3,0x3105011,0x206f10ff,0xf027515f,0x113fc103,0x13f31460,0x7021f8cf,0xdfe50b15,1499817813
1625,0x135e,0x1411,0x0,0x4e,0x15,0x0,0x3503,0x1,47,91,19,0,0,-23,75,53,0,-32,69,84,9,0,-112,94,68,0,-61,69,33,1,40,7,17,34,34,34,17,0x5e010800,0,3,37,17,34,1,98,17,0x54030035,0x33000400,0x33bbcc53,0x8cce33,0x88ece222,0xcedd5222,0xee030080,3982828065
1626,0x1111,0x5302,0xe6,0x11,0x11,0x31,0x3e5,0x6a,0,64,-121,35,115,-98,0,-120,-69,-24,9,0,-50,-68,-121,-98,-23,120,-121,-20,0,-112,-114,-72,-69,9,-23,-50,-116,0xbce90000,170,0,206,187,186,128,16,3,0xcccd5e90,0x40aabbee,0xaabc06ba,0xaabaaaa5,0xabb60065,0xa6ccbbaa,0xbb00bba6,3149638348
1627,0xbcaa,0xbc,0xbb,0xaa,0xca,0xcc,0xaaac,0xbb,-70,0,-36,-69,-69,-70,-70,-51,-69,-85,20,-86,-51,-53,5,54,0,-16,3,0,0,115,-20,64,3,-15,51,-64,3,0xc803c333,1,51,143,19,232,3,51,12,0xf003636,0x4e250320,0xcc732bf,0x22002685,0x3a246211,0xbf432801,0x110f4,29041415
1628,0xe0ff,0x2307,0xe0,0xcd,0x0,0x45,0x355d,0x11,94,-35,91,85,0,-23,-34,-35,-69,-18,-27,-50,-86,0,92,92,-34,-86,92,-36,-34,-86,10,-52,-43,-50,-35,0,3,0x534601cc,128,1,79,81,85,85,85,85,0xca02acab,0xaaababaa,0xeb0001ac,0xaaacba00,0xdddddddd,0xe00e00bb,0xe00e58ec,234927564
1629,0xebe0,0x9ebc,0xe0,0xeb,0xbb,0x0,0xee,0xee,-69,-19,0,-18,-52,104,-20,0,103,0,3,-18,1,26,-70,-69,-68,0,102,-74,-53,-67,-58,-68,-36,-68,0,-53,-85,0xbbbbbbdd,189,187,2,220,188,187,203,205,0xba1020bb,0xabcc5a00,0xaaeeeaba,0xeea00bb,0xeebabaa,0xeb00abcc,0xeebabc09,129743616
1630,0x9e,0x5bcd,0xe,0x21,0x23,0x11,0xf02f,0x1,-5,64,1,-15,51,117,38,16,7,34,107,-61,18,123,3,-1,-65,17,28,67,17,25,98,-109,2,-124,16,15,70,0xc14e1591,0,38,0,3,60,48,48,48,0xaa030033,0xce2f01,0x4000ce28,0xe00300d9,0xcc3330a,0xe00108e0,0x84e0f206,3425761798
1631,0xce5c,0x6d08,0xe5,0xcc,0x0,0xcc,0xddcd,0xde,-52,-36,-35,-18,0,-68,-52,-52,-34,-51,-69,-69,-34,3,-35,-68,-69,-20,-34,-35,0,15,0,-17,96,-52,0,3,0,0xdd55db07,221,237,161,24,155,205,0,40,0xdddddccd,0xcb4f1700,0xede9df00,0x6b534b43,0xb160f10,0xc00dc50,0xe92c01ee,347982798
1632,0xe900,0xee,0x87,0xe9,0xe8,0xef,0x5cbb,0x0,-24,0,-53,-123,-56,14,92,-114,3,-52,-24,-18,-32,-52,-120,0,49,0,3,-5,-28,14,32,1,82,123,69,10,17,0xfd200304,97,47,203,5,11,0,3,48,0x233f423b,0x3b412620,0x222510e0,0x3051c950,0x30030c,0x43c3c30f,0xd53c29cc,270733671
1633,0xae6a,0x7209,0xcc,0x25,0xd8,0xc3,0x1000,0x30,39,32,1,-29,21,-18,-18,-18,1,75,-34,9,114,-50,0,22,-32,17,103,2,-97,120,-29,-68,-69,-52,-52,-53,-28,0x42013301,16,1,171,204,3,124,205,204,0xdebbbc14,0xe91300,0x5edcc3b,0xcbbc0009,0xec2f029e,0xec206902,0x30033,15584187
1634,0xcc37,0x5ed,0x13,0x79,0x46,0x0,0x7711,0x40,-97,-16,1,-6,-80,31,-87,-44,3,124,1,10,25,-13,-68,16,30,35,-40,56,-109,-14,127,-52,35,111,-16,87,0,0x73bd5355,24,99,117,86,242,69,77,49,0x1e9e2f5f,0x210d1a1a,0x2a773f1c,0x15901df3,0xf1918ca,0xb4010,0xd0000024,16776961
1635,0xf303,0x1400,0x0,0x3f,0xf0,0x0,0xf07,0xc0,28,-16,-1,0,-1,-1,-1,63,-65,51,-13,15,1,-16,0,63,0,-16,-16,3,-80,24,-119,64,6,-13,63,51,0,0xf003b,32,224,144,60,16,76,16,31,0x33f33ff3,0x1f00e0ff,0x7df02110,0x3333ffff,0x3f00e333,0x1fe001f0,0xf00eeeee,3896504351
1636,0x8290,0x1ff0,0x90,0x3c,0xf,0x10,0x2f3f,0x3f,51,67,-77,1,4,-1,-1,-16,0,0,-27,-15,29,78,0,0,-68,0,0,1,33,32,3,33,35,63,-35,16,7,0xbf0300,4,16,11,17,59,63,0,254,0xf0450087,0xf3f0f0,0x20080003,0x2901da51,0x110f8300,0xf01d0063,0xc1f03c00,452994320
1637,0x3f,0x3fff,0x3,0x21,0x11,0xac,0x1591,0xf0,48,12,-32,64,14,0,7,-32,-34,-96,0,2,-35,32,7,0,-34,-52,-32,-18,0,-18,-18,-34,-35,-52,-36,-32,-98,0xeeddd900,221,204,204,220,204,0,220,221,0x99999ddd,0x33109dcc,0x300dd33,0xedbccdee,0xcbbccd00,0xcdd8dddb,0x88dd00cc,2380105591
1638,0xc778,0x9900,0xcb,0x8d,0xdd,0x73,0xaaa9,0xeb,15,71,-71,102,-21,16,84,17,68,-48,3,16,1,126,9,-15,33,-16,1,65,-42,0,-87,-16,25,16,24,47,-33,0x3001b12,251,18,85,0,42,64,3,18,0xe9171061,0xfb001421,0x3f0320,0x1ff0f10,0x6501bf04,0x1213200f,0x1127404f,271777878
1639,0xe016,0x7542,0xf2,0x3d,0xf0,0x1,0xe000,0xdd,-99,0,0,-34,-18,-39,-32,-19,0,-34,-32,0,9,-32,-19,-112,0,-32,14,-112,32,0,-18,64,-27,9,0,-39,-99,0x27018034,52,51,233,158,52,51,14,10,0x3334e0,0x2e90310,0x80491f,0x33333e03,0x4d66d447,0xdd446703,0x12663323,266293
1640,0x3346,0x6333,0x34,0x53,0x33,0x63,0x3325,0x53,0,10,84,-18,1,36,67,0,78,0,34,67,14,0,66,68,-28,0,67,69,0,3,68,51,14,0,0,77,32,0x90f0ff03,240,1,240,1,128,1,34,103,0x73823311,0xf07f0390,0x24513411,0xf107b22,0x3109342,0xf1f52731,0xf001f02b,2415988737
1641,0xcd0,0xe9,0x3,0x50,0x5e,0x0,0x4e0a,0x1,92,69,0,62,52,0,51,-112,-34,68,51,-23,-51,93,0,51,-34,-51,-69,69,-59,-52,-68,0,-86,83,-68,-69,-70,0xabc543,170,52,84,197,187,99,52,67,0x3346e400,0x3347e544,0x550e0054,0xba00e544,0x2c0ee5,0xcb1601cc,0x7100300,2651140926
1642,0x4e00,0xe433,0x0,0x3,0xe3,0x20,0x1003,0xe9,52,-29,1,-126,-29,9,-32,68,127,67,17,-114,-15,64,-16,1,-16,1,-31,63,-16,3,115,-65,-2,81,39,-16,3,0x1f03f51,240,1,240,1,81,47,224,64,0xe9033044,0xee900044,0xe9000044,0x1e9044e1,0xee0044e2,0x1e44e321,0x44ee32,3712238404
1643,0x4444,0x7334,0x2,0x44,0x34,0x33,0x4446,0x44,16,3,99,64,36,-128,3,52,-35,-98,0,0,36,0,-29,0,0,18,-30,9,0,17,0,49,14,0,17,33,14,0x11081190,14,224,35,0,3,18,17,158,0x34e9e002,0x14e0e32,0x34004e27,0x234e9e32,0x84ee432,0x44e43323,0x66740300,3622045491
1644,0x36cc,0xf0e4,0x92,0xf0,0x1,0xf0,0xfe01,0xf1,63,-16,3,-15,63,-16,3,-15,63,-15,31,18,79,-112,80,30,0,6,33,0,6,50,0,-23,34,0,-29,-112,46,0x32e99e43,228,64,9,0,6,0,33,227,0x103254e9,0x244e09e,0x9e5411,0x9543be0,0x4f010300,0x10550310,0x512b8107,889405477
1645,0x300,0x44e5,0x34,0x10,0x3,0x0,0xe56b,0x11,17,-29,-32,17,17,5,-30,0,17,17,-31,32,3,18,48,3,40,9,18,1,76,35,1,76,-34,102,108,1,-25,0xee66abe,224,202,3,196,255,20,22,240,0xf001f001,0x2501d001,0x133f91e8,0xf314ff9e,0x67260f20,0x33f10f45,0x3f31e874,777854737
1646,0xeb00,0x32,0x3,0xe0,0xa1,0x1,0x26,0x1,38,122,0,20,-121,-11,-81,37,0,17,39,-43,64,7,93,-63,64,3,80,19,88,68,-76,99,85,32,3,64,52,0x63bc0300,85,196,52,107,138,0,11,107,0x1300c455,0x2e1300c4,0x9e111112,0x3ee30300,0xe53401,0xe5312223,0xe5113333,3292704
1647,0x2203,0xe511,0xe0,0x32,0x7a,0x11,0x6550,0x10,123,19,-84,0,-118,0,2,-82,0,125,-31,0,16,2,-82,-16,-114,-16,1,70,56,48,1,17,-26,84,-24,37,-16,0xf30f8c27,16,22,55,59,48,255,23,63,0x13204411,0x44112206,0xff04eb34,0x25b73341,0x1300bf0f,0x10f21710,0x1001f020,2020663325
1648,0x1f0,0x1a0,0xee,0x55,0x0,0xee,0x444,0x54,-32,67,68,68,4,-113,68,-32,24,68,68,-18,8,119,96,29,68,60,99,0,-27,71,60,99,14,117,103,99,1,0x66eee50e,14,14,144,184,147,12,238,224,0xba011222,0x12330340,0xf104d8,0x3f05e003,0x4e004315,0x3001ba11,0x2300111,1090986134
1649,0x3d00,0xa645,0x0,0x3,0x44,0x0,0x3403,0xe,71,-3,-110,83,48,-66,0,-8,-13,24,-98,0,-32,24,97,1,37,72,77,-1,-29,32,45,39,59,0,2,15,15,0x1003003f,37,43,0,240,1,50,15,66,0x8707ff7b,0x57defc20,0xff73627f,0x2fe1b319,0x51100109,0x3bff07ff,0x67f2f333,386003084
1650,0xfe1d,0x5b19,0xf1,0x53,0xb0,0x1f,0x19f0,0xf0,31,-64,1,22,103,68,1,51,51,-29,68,-1,-1,-17,0,-93,59,-32,35,48,19,57,19,6,58,-1,6,54,0,0x3ff30003,35,227,255,255,50,228,61,0,0x513b11f0,0x102311a1,0x740a33ef,0xf5f10ba,0x6103c11,0x301f40,0x8ff320,4214439909
1651,0x18b0,0xd76a,0x31,0x3b,0x47,0x65,0xe080,0x9c,0,85,83,-100,111,57,95,-76,86,14,58,-116,49,-65,39,-98,30,-7,21,13,33,-39,62,85,42,-15,25,-113,21,0x18c18ca,16,64,11,0,36,0,0,208,0x333301,0x3800cc03,0xb00c300,0x1800310,0x3330,0x33333332,0x3ccccb33,858062979
1652,0x3003,0x300,0xa0,0x1e,0x20,0x3d,0x3307,0x33,-52,-52,-52,0,63,-16,1,48,93,-29,-16,31,-16,31,48,31,-18,-18,14,-16,31,-16,63,-95,-112,-127,48,32,31,0xc33cc3,0,159,230,0,144,0,203,112,0x337,0x331f10b6,0x103cc327,0x200303da,0x100160b2,0x1f1087cc,0x3c34ccc3,33610240
1653,0xdea0,0x61a6,0x1d,0xc3,0x0,0x3,0x3c03,0x21,14,0,17,50,-37,17,47,0,40,-77,0,77,0,25,48,0,88,16,3,-2,32,37,17,34,0,5,80,92,-16,0xf001f001,1,224,168,0,3,94,0,3,0x8e11018e,0xcc02ee00,0xbbce00d5,0xac030065,0x5b030080,0xe54345,0x44003453,1162165518
1654,0x480e,0x45,0x85,0x9e,0x78,0x77,0xe588,0x85,-120,0,-72,85,-76,107,-86,-75,-91,102,42,-58,-91,-48,76,-98,0,3,-21,0,4,-86,2,-21,-18,0,17,-86,-70,0xf9300900,240,153,145,19,17,35,17,75,0x3cc0f111,0x10c2ca10,0x33761d2,0x3c0303,0x6b3303,0x3000200,0x334d1033,235963649
1655,0x1f9,0x15,0xa,0x0,0x24,0x1,0x112b,0x4,51,52,48,11,-81,17,59,60,0,3,-64,17,54,17,-120,49,47,-16,3,-14,-46,127,-16,1,-16,1,-31,61,-68,0x3205b,50,206,92,0,253,0,3,206,0x9c0300c9,0xcc034080,0xab5666b5,0x5c00ac55,0x555545aa,0x404445aa,0xba0310b5,3149218901
1656,0x805c,0x300,0x59,0x55,0xb5,0xbb,0xa11a,0xaa,0,-21,-86,-86,-52,-20,-86,-54,-52,8,-22,-86,-54,-84,0,10,-70,-85,-86,0,-52,-69,-85,-69,-19,-66,-85,-69,26,0x90bbe0eb,106,18,173,235,0,3,186,167,0xaa0800,0xf2bbab08,0x2350f2bf,0x3511d46f,0x3c2841,0xb752c00b,0x10e70330,276173082
1657,0x3303,0x23c,0x73,0x1,0x8e,0x2,0x7f9d,0x0,18,-95,33,-114,-15,51,-15,63,-16,1,-16,1,-16,1,-127,48,1,-66,-52,0,-112,-50,-52,1,67,4,-52,0,-23,0x7302ccbb,236,0,0,190,187,236,144,142,0x8e0d588,0xc9ccd56a,0x55ce2301,0xeecb00c5,0xeccc5ce,0xcd008cce,0x88ccdee0,9297374
1658,0xcc88,0xdccc,0x8d,0xcc,0xcb,0xbc,0xcb10,0xbb,-21,32,49,-32,-69,-116,9,0,-32,-52,-120,14,0,119,-121,14,0,0,120,-121,-20,0,120,-57,-21,0,9,-68,-69,0xaaab0edb,14,32,0,187,1,44,188,170,0xbe00ea,0xbe0eba1a,0xbeebaaaa,0xeaa1ab00,0xed11abbe,0xdabe15ee,0xee8aa0d6,65457665
