MagicAnimationTable,itemNumber,isMapOnly,magicAnim,unk06,mapAnim,changeHP,mapFacing,mapColor,unk0F
1987,0x0,0x0,0x45,0x0,0x90300,0x80,0xf,0x0,0x3d
1988,0x293,0x100,0x72f8,0x88b,0x3,0x0,0x0,0x9,0x0
1989,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1990,0x0,0x0,0x201,0x800,0x3c7,0x0,0x0,0x0,0x0
1991,0x0,0x0,0x0,0x0,0x800010f,0xc8,0x3,0x0,0x0
1992,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1993,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1994,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1995,0x0,0x0,0x201,0x800,0x408,0x0,0x0,0x0,0x0
1996,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1997,0x0,0x0,0x0,0x0,0x0,0x8b,0x5,0x1,0x0
1998,0xffff,0x0,0x5c9,0x0,0xffff,0x8d,0x5,0x0,0x0
1999,0xffff,0x0,0x350,0x0,0xffff,0x51,0x3,0x0,0x0
2000,0xffff,0x20,0x453,0x0,0x10ffff,0x91,0x4,0x0,0x0
2001,0xffff,0x0,0x4ec0,0xb00,0x509,0x0,0x0,0x0,0x0
2002,0x14,0x0,0x0,0x0,0xb004ec0,0xd,0x5,0x0,0x0
2003,0x0,0x0,0x14,0x0,0x0,0xc0,0x4e,0x0,0xb
2004,0x50b,0x0,0x0,0x0,0x14,0x0,0x0,0x0,0x0
2005,0x4ec0,0xb00,0x4c6,0x0,0x0,0x14,0x0,0x0,0x0
2006,0x0,0x0,0x4ec0,0xb00,0x4d0,0x0,0x0,0x0,0x0
2007,0x14,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2008,0x0,0x0,0x0,0x0,0x0,0x53,0x11,0x0,0x35
2009,0x60b,0x100,0x78b4,0x88b,0x21,0x0,0x0,0x0,0x0
2010,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2011,0x0,0x0,0x3f80,0x5500,0x1000609,0xbc,0x78,0x8b,0x8
2012,0x20,0x0,0x0,0x0,0x55003f81,0xd,0x6,0x0,0x1
2013,0x78c4,0x88b,0x20,0x0,0x0,0x0,0x0,0x0,0x0
2014,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2015,0x1382,0x6500,0x608,0x0,0x0,0x3,0x0,0x0,0x0
2016,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2017,0x0,0x0,0x0,0x0,0x55000f8d,0x10,0x6,0x0,0x1
2018,0x78cc,0x88b,0x6,0x0,0x0,0x8d,0x3f,0x0,0x55
2019,0x610,0x100,0x78d4,0x88b,0x6,0x0,0x0,0x0,0x0
2020,0xf8d,0x5500,0x610,0x100,0x88b78dc,0x6,0x0,0x0,0x0
2021,0x0,0x0,0x4e8d,0x5500,0x1000610,0xe4,0x78,0x8b,0x8
2022,0x6,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2023,0x0,0x0,0x0,0x0,0x0,0x53,0x11,0x0,0x35
2024,0x8b,0x0,0x0,0x0,0x21,0x0,0x0,0x0,0x0
2025,0x2a44,0x3500,0xcc,0x0,0x0,0x0,0x0,0x0,0x0
2026,0x0,0x0,0xf80,0x5500,0x186,0x0,0x0,0x0,0x0
2027,0x0,0x0,0x0,0x0,0x55003f80,0x89,0x1,0x0,0x0
2028,0x0,0x0,0x0,0x0,0x0,0x80,0x4e,0x0,0x55
2029,0x20a,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2030,0x3f80,0x5500,0x1cb,0x0,0x0,0x0,0x0,0x0,0x0
2031,0x0,0x0,0xf80,0x5500,0x1ce,0x0,0x0,0x0,0x0
2032,0x0,0x0,0x0,0x0,0x55003f80,0x10,0x1,0x0,0x0
2033,0x0,0x0,0x0,0x0,0x0,0xc0,0x9,0x0,0x2b
2034,0x14a,0x0,0x0,0x0,0x14,0x0,0x0,0x0,0x0
2035,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2036,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2037,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2038,0x0,0x0,0x0,0x0,0x0,0x8d,0x0,0x0,0x0
2039,0xffff,0x0,0xcb,0x0,0xffff,0x9,0x1,0x0,0x0
2040,0xffff,0x0,0x1c7,0x0,0xffff,0x89,0x0,0x0,0x0
2041,0xffff,0x0,0x1cc,0x0,0xffff,0xc2,0x4,0x0,0x0
2042,0xffff,0x0,0x501,0x0,0xffff,0x3,0x5,0x0,0x0
2043,0xffff,0x0,0x542,0x0,0xffff,0xcf,0x0,0x1,0x0
2044,0xffff,0x0,0x110,0x1,0xffff,0xd0,0x0,0x1,0x0
2045,0xffff,0x0,0x92,0x0,0xffff,0x51,0x0,0x0,0x19
2046,0x0,0x0,0x53,0x1900,0x0,0xcf,0x0,0x1,0x0
2047,0xffff,0x0,0xd2,0x1901,0xffff,0xd0,0x0,0x0,0x0
2048,0xffff,0x0,0x90,0x1901,0xffff,0xd0,0x0,0x1,0x1
2049,0xffff,0x0,0xcd,0x0,0xffff,0xd6,0x1,0x1,0x0
2050,0xffff,0x0,0x115,0x0,0xffff,0x55,0x1,0x0,0x0
2051,0xffff,0x0,0x201,0x5000,0x114,0x0,0x0,0x0,0x0
2052,0x6c09,0x6c,0x0,0x0,0x20004822,0x53,0x0,0x0,0x0
2053,0x0,0x0,0x1c95,0x6c,0x0,0x2,0x7,0x0,0x50
2054,0x153,0x0,0x0,0x0,0x6c6c17,0x0,0x0,0x0,0x0
2055,0x702,0x5000,0xd3,0x0,0x0,0x17,0x6c,0x6c,0x0
2056,0x0,0x0,0x702,0x5000,0x55,0x0,0x0,0x0,0x0
2057,0x6c17,0x6c,0x0,0x0,0x50000702,0x94,0x0,0x0,0x0
2058,0x0,0x0,0x6c17,0x6c,0x0,0x4,0x5,0x0,0x50
2059,0x195,0x0,0x0,0x0,0x6c0316,0x0,0x0,0x0,0x0
2060,0x702,0x5000,0x154,0x0,0x0,0x17,0x6c,0x6c,0x0
2061,0x0,0x0,0x702,0x5000,0xd5,0x0,0x0,0x0,0x0
2062,0x6c17,0x6c,0x0,0x0,0x50000702,0xd4,0x1,0x0,0x0
2063,0x0,0x0,0x6c17,0x6c,0x0,0x2,0x7,0x0,0x50
2064,0x192,0x0,0x0,0x0,0x6c6c17,0x0,0x0,0x0,0x0
2065,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2066,0x0,0x0,0x404e,0x2c00,0x555,0x0,0x0,0x0,0x0
2067,0x2e20,0x0,0x303,0x9,0x4d000fa7,0x93,0x5,0x0,0x0
2068,0x0,0x0,0x3,0x0,0x90300,0xa7,0xf,0x0,0x4d
2069,0x513,0x0,0x0,0x0,0x3,0x0,0x3,0x9,0x0
2070,0xfa7,0x4d00,0x552,0x0,0x0,0x3,0x0,0x0,0x0
2071,0x300,0x9,0x4ea7,0x4500,0x50a,0x0,0x0,0x0,0x0
2072,0x14,0x0,0x300,0x9,0x45004ea7,0x86,0x0,0x0,0x1
2073,0x7b44,0x88b,0x14,0x0,0x90300,0xa7,0x4e,0x0,0x45
2074,0x146,0x100,0x7b4c,0x88b,0x14,0x0,0x3,0x9,0x0
2075,0x4ea7,0x4500,0x254a,0x0,0x0,0x1e,0x0,0x0,0x0
2076,0x300,0x9,0x1ba7,0x1500,0xc4,0x0,0x0,0x0,0x0
2077,0x2e,0x0,0x300,0x9,0x4d000fa7,0x86,0x1,0x0,0x1
2078,0x7b54,0x88b,0x1,0x0,0x90300,0xa7,0xf,0x0,0x4d
2079,0x551,0x0,0x0,0x0,0x3,0x0,0x0,0x9,0x0
2080,0xfa7,0x4d00,0x184,0x0,0x0,0x1,0x0,0x0,0x0
2081,0x0,0x9,0xfa7,0x4d00,0x10001c6,0x5c,0x7b,0x8b,0x8
2082,0x1,0x0,0x0,0x9,0x4d000fa7,0x8e,0x4,0x0,0x0
2083,0x0,0x0,0x1,0x0,0x90000,0xa7,0x13,0x0,0x4d
2084,0x2243,0x0,0x0,0x0,0xd,0x0,0x3,0x9,0x0
2085,0x3fa7,0x4d00,0x508,0x0,0x0,0x1f,0x0,0x0,0x0
2086,0x300,0x9,0x3fa7,0x4d00,0x548,0x0,0x0,0x0,0x0
2087,0x28,0x0,0x300,0x9,0x450019a7,0x86,0x0,0x0,0x1
2088,0x7b64,0x88b,0x2d,0x0,0x90300,0xa7,0x19,0x0,0x45
2089,0x411,0x0,0x0,0x0,0x2d,0x0,0x3,0x9,0x0
2090,0x19a7,0x4500,0x38f,0x0,0x0,0x2d,0x0,0x0,0x0
2091,0x300,0x9,0x2da7,0x4500,0x4cf,0x0,0x0,0x0,0x0
2092,0x45,0x0,0x300,0x9,0x4d0042a7,0xd3,0x22,0x0,0x0
2093,0x0,0x0,0x971f,0x0,0x91100,0xa7,0x42,0x0,0x4d
2094,0x28c,0x100,0x7b6c,0x88b,0x28,0x0,0x4,0x9,0x0
2095,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2096,0x0,0x0,0x19a7,0x4d00,0x595,0x0,0x0,0x0,0x0
2097,0x2d,0x0,0x303,0x9,0x4d0019a7,0x15,0x5,0x0,0x0
2098,0x0,0x0,0x2e,0x0,0x90303,0xa7,0x42,0x0,0x4d
2099,0x5,0x0,0x0,0x0,0x281f,0x3,0x4,0x9,0x0
2100,0x42a7,0x4d00,0x315,0x0,0x0,0x20,0x0,0x0,0x0
2101,0x400,0x9,0x42a7,0x4d00,0x356,0x0,0x0,0x0,0x0
2102,0x1f28,0x0,0x400,0x9,0x4d0042a7,0x18,0x3,0x0,0x0
2103,0x0,0x0,0x2820,0x0,0x90400,0x0,0x0,0x0,0x0
2104,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2105,0x42a7,0x4d00,0x5,0x0,0x0,0x1f,0x0,0x0,0x0
2106,0x403,0x9,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2107,0x0,0x0,0x0,0x0,0x4d000fa7,0x7,0x0,0x0,0x0
2108,0x0,0x0,0x1,0x0,0x90000,0xa7,0x25,0x0,0x45
2109,0x4,0x0,0x0,0x0,0x38,0x0,0x0,0x9,0x0
2110,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2111,0x0,0x0,0x4ea7,0x4500,0x7,0x0,0x0,0x0,0x0
2112,0x14,0x0,0x0,0x9,0x45000fa7,0x4,0x0,0x0,0x0
2113,0x0,0x0,0x1,0x0,0x90000,0x0,0x0,0x0,0x0
2114,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2115,0x3fa7,0x4d00,0x5ce,0x0,0x0,0x1f,0x0,0x0,0x0
2116,0x0,0x9,0x3fa7,0x4d00,0x5d1,0x0,0x0,0x0,0x0
2117,0x20,0x0,0x0,0x9,0x0,0x0,0x0,0x0,0x0
2118,0x0,0x0,0x0,0x0,0x0,0xa7,0x19,0x0,0x45
2119,0x5ce,0x0,0x0,0x0,0x2d,0x0,0x0,0x9,0x0
2120,0x19a7,0x4500,0x5d1,0x0,0x0,0x2d,0x0,0x0,0x0
2121,0x0,0x9,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2122,0x0,0x0,0x0,0x0,0x450025a7,0xd1,0x25,0x0,0x0
2123,0x0,0x0,0x3a,0x0,0x90000,0xa7,0x25,0x0,0x45
2124,0x5ce,0x0,0x0,0x0,0x38,0x0,0x0,0x9,0x0
2125,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2126,0x0,0x0,0x4e83,0x4d00,0x10005c2,0x74,0x7b,0x8b,0x8
2127,0x14,0x0,0x0,0xa,0x4d004e85,0xc1,0x5,0x0,0x1
2128,0x7b7c,0x88b,0x14,0x0,0xa0000,0x84,0x4e,0x0,0x4d
2129,0x5c3,0x100,0x7b84,0x88b,0x14,0x0,0x0,0xa,0x0
2130,0x4712,0xc00,0x5c2,0x100,0x88b7b8c,0x15,0x5e,0x0,0x0
2131,0x300,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2132,0x0,0x0,0x0,0x0,0x4d003fa7,0x4,0x0,0x0,0x0
2133,0x0,0x0,0x281f,0x0,0x90000,0xa7,0x3f,0x0,0x4d
2134,0x7,0x0,0x0,0x0,0x20,0x0,0x0,0x9,0x0
2135,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2136,0x0,0x0,0x201,0x800,0x10000c8,0x94,0x7b,0x8b,0x8
2137,0x0,0x0,0x0,0x0,0x20004822,0x8,0x1,0x0,0x1
2138,0x7b9c,0x88b,0x0,0x0,0x0,0x2,0x7,0x0,0x8
2139,0xc9,0x100,0x7ba4,0x88b,0x0,0x0,0x0,0x0,0x0
2140,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2141,0x0,0x0,0x4b19,0xb00,0x1000012,0xac,0x7b,0x8b,0x8
2142,0x0,0x0,0x0,0x0,0xb00431a,0x11,0x0,0x0,0x1
2143,0x7bb4,0x88b,0x0,0x0,0x0,0x1c,0x33,0x0,0xb
2144,0x13,0x100,0x7bbc,0x88b,0x0,0x0,0x0,0x0,0x0
2145,0x201,0x800,0xcf,0x200,0x88b7bc4,0x0,0x0,0x0,0x0
2146,0x0,0x0,0x702,0x800,0x30000d0,0xd4,0x7b,0x8b,0x8
2147,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2148,0x0,0x0,0x0,0x0,0x0,0xc5,0x40,0x0,0xd
2149,0xc6,0x100,0x7bec,0x88b,0x0,0x0,0x0,0x0,0x0
2150,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2151,0x0,0x0,0x702,0x800,0x1000196,0xf4,0x7b,0x8b,0x8
2152,0x0,0x0,0x0,0x0,0x8000201,0x95,0x1,0x0,0x0
2153,0x0,0x0,0x0,0x0,0x0,0xa7,0x3f,0x0,0xd
2154,0x216,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2155,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2156,0x0,0x0,0x48cc,0x801,0x200010c,0xfc,0x7b,0x8b,0x8
2157,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2158,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2159,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2160,0xb6b,0xd6b,0x8e,0x0,0x0,0x0,0x0,0x0,0x0
2161,0x0,0x0,0x4f40,0xd6b,0xcf,0x0,0x0,0x0,0x0
2162,0x0,0x0,0x0,0x0,0xd002169,0x4d,0x1,0x0,0x0
2163,0x0,0x0,0x0,0x0,0x0,0x43,0x23,0x0,0xd
2164,0x14f,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2165,0x1153,0xd00,0x151,0x0,0x0,0x0,0x0,0x0,0x0
2166,0x0,0x0,0x2b57,0xd00,0x111,0x0,0x0,0x0,0x0
2167,0x0,0x0,0x0,0x0,0xd00351d,0xb,0x1,0x0,0x0
2168,0x0,0x0,0x0,0x0,0x0,0x44,0x2a,0x6b,0xd
2169,0x14b,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2170,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2171,0x0,0x0,0x86,0x0,0xffff,0x1,0x2,0x0,0x8
2172,0x88,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2173,0x702,0x800,0x89,0x0,0x0,0x0,0x0,0x0,0x0
2174,0x0,0x0,0x903,0x800,0x109,0x0,0x0,0x0,0x0
2175,0x0,0x0,0x0,0x0,0x8000504,0x8b,0x0,0x0,0x0
2176,0x0,0x0,0x0,0x0,0x0,0x5,0x45,0x0,0x8
2177,0xca,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2178,0x511,0x800,0x4a,0x0,0x0,0x0,0x0,0x0,0x0
2179,0x0,0x0,0x4806,0x800,0x10b,0x0,0x0,0x0,0x0
2180,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2181,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2182,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2183,0x4822,0x800,0x80,0x100,0x88b838c,0x0,0x0,0x0,0x0
2184,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2185,0x0,0x0,0x0,0x0,0x6c0,0xff,0xff,0x0,0x0
2186,0x6c1,0x0,0xffff,0x0,0x701,0xff,0xff,0x0,0x0
2187,0x702,0x0,0xffff,0x0,0x742,0xff,0xff,0x0,0x0
2188,0x610,0x0,0xffff,0x0,0x64f,0xff,0xff,0x0,0x0
2189,0x651,0x0,0xffff,0x0,0x690,0xff,0xff,0x0,0x0
2190,0x1c1,0x0,0xffff,0x0,0x182,0xff,0xff,0x0,0x0
2191,0x143,0x1,0xffff,0x0,0x10144,0xff,0xff,0x10,0x0
2192,0x106,0x1,0xffff,0x0,0x10104,0xff,0xff,0x0,0x0
2193,0x103,0x1,0xffff,0x0,0x100c5,0xff,0xff,0x0,0x0
2194,0xc4,0x1,0xffff,0x0,0xc3,0xff,0xff,0x0,0x0
2195,0x84,0x1,0xffff,0x0,0x10082,0xff,0xff,0x0,0x0
2196,0x43,0x1,0xffff,0x0,0x10041,0xff,0xff,0x0,0x0
2197,0x683,0x1,0xffff,0x0,0x106c4,0xff,0xff,0x10,0x0
2198,0x6c2,0x1,0xffff,0x10,0x50000201,0xc3,0x0,0x0,0x0
2199,0x0,0x0,0x6c09,0x6c,0x0,0x2,0x7,0x0,0x50
2200,0x143,0x0,0x0,0x0,0x6c6c17,0x0,0x0,0x0,0x0
2201,0x702,0x5000,0x145,0x0,0x0,0x17,0x6c,0x6c,0x0
2202,0x0,0x0,0x702,0x5000,0x106,0x0,0x0,0x0,0x0
2203,0x6c17,0x6c,0x0,0x0,0x50000702,0x4,0x1,0x0,0x0
2204,0x0,0x0,0x6c17,0x6c,0x0,0x2,0x7,0x0,0x50
2205,0x103,0x0,0x0,0x0,0x6c6c17,0x0,0x0,0x0,0x0
2206,0x702,0x5000,0xc5,0x0,0x0,0x17,0x6c,0x6c,0x0
2207,0x0,0x0,0x702,0x5000,0xc4,0x0,0x0,0x0,0x0
2208,0x6c17,0x6c,0x0,0x0,0x50000702,0x84,0x0,0x0,0x0
2209,0x0,0x0,0x6c17,0x6c,0x0,0x2,0x7,0x0,0x50
2210,0x82,0x0,0x0,0x0,0x6c6c17,0x0,0x0,0x0,0x0
2211,0x4822,0x5000,0x43,0x0,0x0,0x16,0x6c,0x6c,0x0
2212,0x0,0x0,0x702,0x5000,0x41,0x0,0x0,0x0,0x0
2213,0x6c17,0x6c,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2214,0x0,0x0,0x0,0x0,0x0,0x4f,0x27,0x0,0x3c
2215,0x204f,0x0,0x0,0x0,0x6841,0x3,0x3,0x9,0x20
2216,0x19a8,0x5500,0x20d0,0x0,0x0,0x34,0x0,0x0,0x0
2217,0x300,0x9,0x19a8,0x5500,0xce,0x0,0x0,0x0,0x0
2218,0x2d,0x0,0x300,0x9,0x55004ea8,0x8a,0x2,0x0,0x0
2219,0x0,0x0,0x14,0x0,0x90300,0xa8,0x4e,0x0,0x55
2220,0x228b,0x0,0x0,0x0,0x6a14,0x0,0x3,0x9,0x20
2221,0xfa8,0x5500,0x220b,0x0,0x0,0x12,0x0,0x0,0x0
2222,0x0,0x9,0x25a8,0x4d00,0x346,0x0,0x0,0x0,0x0
2223,0x38,0x0,0x0,0x9,0x4d0025a8,0x44,0x3,0x0,0x0
2224,0x0,0x0,0x38,0x0,0x90000,0xa8,0xf,0x0,0x55
2225,0x2c6,0x0,0x0,0x0,0x1,0x0,0x0,0x9,0x0
2226,0xfa8,0x5500,0x342,0x0,0x0,0x1,0x0,0x0,0x0
2227,0x0,0x9,0xfa8,0x5500,0x305,0x0,0x0,0x0,0x0
2228,0x1,0x0,0x0,0x9,0x55000fa8,0xc7,0x3,0x0,0x0
2229,0x0,0x0,0x1,0x0,0x90000,0xa8,0x13,0x0,0x55
2230,0x5cf,0x0,0x0,0x0,0x2,0x0,0x0,0x9,0x0
2231,0x13a8,0x5500,0x5d1,0x0,0x0,0x2,0x0,0x0,0x0
2232,0x0,0x9,0x13a8,0x5d00,0xcf,0x0,0x0,0x0,0x0
2233,0x7603,0x0,0x300,0x9,0x550013a8,0x4b,0x4,0x0,0x0
2234,0x0,0x0,0x2,0x0,0x90000,0xa8,0x3f,0x0,0x55
2235,0x248c,0x0,0x0,0x0,0x2428,0x0,0x0,0x9,0x0
2236,0x13a8,0x5d00,0x18e,0x0,0x0,0x3,0x0,0x0,0x0
2237,0x300,0x9,0x4ea8,0x5500,0x6c8,0x0,0x0,0x0,0x0
2238,0x14,0x0,0x0,0x9,0x55004ea8,0x9,0x7,0x0,0x0
2239,0x0,0x0,0x16,0x0,0x90000,0xa8,0x4e,0x0,0x55
2240,0x689,0x0,0x0,0x0,0x14,0x0,0x0,0x9,0x0
2241,0x19a8,0x4d00,0x74a,0x0,0x0,0x2d,0x0,0x0,0x0
2242,0x1200,0x9,0x3fa8,0x5500,0x70a,0x0,0x0,0x0,0x0
2243,0x1f,0x0,0x1200,0x9,0x55003fa8,0xb,0x7,0x0,0x0
2244,0x0,0x0,0x1f,0x0,0x91200,0x16,0x14,0x0,0x2c
2245,0x751,0x0,0x0,0x0,0x6c0c,0x3,0x3,0x9,0x0
2246,0x4ea8,0x5500,0x70e,0x0,0x0,0x15,0x0,0x0,0x0
2247,0x303,0x9,0x4ea8,0x5500,0x74d,0x0,0x0,0x0,0x0
2248,0x15,0x0,0x303,0x9,0x550013a8,0x8e,0x7,0x0,0x0
2249,0x0,0x0,0x1,0x0,0x90303,0xa8,0x13,0x0,0x55
2250,0x74f,0x0,0x0,0x0,0x1,0x3,0x3,0x9,0x0
2251,0x19a8,0x4d00,0x710,0x0,0x0,0x2e,0x0,0x0,0x0
2252,0x303,0x9,0x4165,0x5500,0x593,0x0,0x0,0x0,0x0
2253,0x281f,0x0,0x0,0x9,0x55004165,0x93,0x3,0x0,0x0
2254,0x0,0x0,0x281f,0x0,0x90000,0x65,0x41,0x0,0x55
2255,0x705,0x0,0x0,0x0,0x2820,0x0,0x0,0x9,0x0
2256,0x45a8,0x5d00,0x2790,0x0,0x0,0x52,0x4b,0x56,0x0
2257,0x303,0x9,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2258,0x0,0x0,0x0,0x0,0x550019a8,0xc0,0x3,0x0,0x0
2259,0x0,0x0,0x2d,0x0,0x90303,0xa8,0x3f,0x0,0x55
2260,0x2c3,0x0,0x0,0x0,0x2028,0x0,0x0,0x9,0x0
2261,0xfa8,0x5d00,0x38c,0x0,0x0,0x3,0x0,0x0,0x0
2262,0x300,0x9,0xfa8,0x5d00,0x34d,0x0,0x0,0x0,0x0
2263,0x3,0x0,0x300,0x9,0x550019a8,0x8e,0x3,0x0,0x0
2264,0x0,0x0,0x2e,0x0,0x90300,0xa8,0x4e,0x0,0x55
2265,0x48a,0x0,0x0,0x0,0x1c,0x0,0x3,0x9,0x0
2266,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2267,0x0,0x0,0x1b0b,0xa00,0x3c3,0x0,0x0,0x0,0x0
2268,0x742f,0x6c,0x300,0x3,0x52000f14,0x44,0x4,0x0,0x0
2269,0x0,0x0,0x6c06,0x64,0x30300,0x15,0x4d,0x0,0xa
2270,0x404,0x0,0x0,0x0,0x5f6c6d,0x3,0x3,0x0,0x0
2271,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2272,0x0,0x0,0x4165,0x5500,0x493,0x0,0x0,0x0,0x0
2273,0x1f,0x0,0x0,0x9,0x55004165,0x53,0x2,0x0,0x0
2274,0x0,0x0,0x1f,0x0,0x90000,0x0,0x0,0x0,0x0
2275,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2276,0x48a8,0x5500,0x780,0x100,0x88b8470,0x15,0x0,0x0,0x0
2277,0x0,0x9,0x48a8,0x5500,0x1000780,0x78,0x84,0x8b,0x8
2278,0x15,0x0,0x0,0x9,0xd0049a8,0x80,0x7,0x0,0x1
2279,0x8480,0x88b,0x16,0x0,0x90000,0xa8,0x48,0x0,0x55
2280,0x780,0x100,0x8488,0x88b,0x15,0x0,0x0,0x9,0x0
2281,0x48a8,0x5500,0x780,0x100,0x88b8490,0x15,0x61,0x0,0x0
2282,0x0,0x9,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2283,0x0,0x0,0x0,0x0,0x550005a8,0x93,0x6,0x0,0x1
2284,0x8498,0x88b,0x16,0x0,0x90000,0xa8,0x5,0x0,0x55
2285,0x693,0x100,0x84a0,0x88b,0x16,0x0,0x0,0x9,0x0
2286,0x5a8,0x5500,0x693,0x100,0x88b84a8,0x16,0x0,0x0,0x0
2287,0x0,0x9,0x1da8,0xd00,0x1000693,0xb0,0x84,0x8b,0x8
2288,0x2e,0x0,0x0,0x9,0x0,0x0,0x0,0x0,0x0
2289,0x0,0x0,0x0,0x0,0x0,0xa8,0x48,0x0,0x55
2290,0x1c0,0x100,0x84b8,0x88b,0x1c14,0x0,0x0,0x9,0x0
2291,0x48a8,0x5500,0x200,0x0,0x0,0x16,0x1c,0x0,0x0
2292,0x0,0x9,0x48a8,0x4d00,0x1000180,0xc0,0x84,0x8b,0x8
2293,0x1c15,0x0,0x0,0x9,0x0,0x0,0x0,0x0,0x0
2294,0x0,0x0,0x0,0x0,0x0,0x1,0x2,0x0,0x50
2295,0x3,0x100,0x84c8,0x88b,0x6c6c17,0x0,0x0,0x0,0x0
2296,0x702,0x5000,0x3,0x100,0x88b84d0,0x17,0x6c,0x6c,0x0
2297,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2298,0x0,0x0,0x0,0x0,0x50000702,0x3,0x0,0x0,0x1
2299,0x84d8,0x88b,0x6c17,0x6c,0x0,0x2,0x7,0x0,0x50
2300,0x2,0x100,0x84e0,0x88b,0x6c6c17,0x0,0x0,0x0,0x0
2301,0x702,0x5000,0x2,0x100,0x88b84e8,0x17,0x6c,0x6c,0x0
2302,0x0,0x0,0x702,0x5000,0x1000003,0xf0,0x84,0x8b,0x8
2303,0x6c17,0x6c,0x0,0x0,0x50000702,0x2,0x0,0x0,0x1
2304,0x84f8,0x88b,0x6c17,0x6c,0x0,0x2,0x7,0x0,0x50
2305,0x3,0x100,0x8500,0x88b,0x6c6c09,0x0,0x0,0x0,0x0
2306,0x702,0x5000,0x3,0x100,0x88b8508,0x17,0x6c,0x6c,0x0
2307,0x0,0x0,0x702,0x5000,0x1000002,0x10,0x85,0x8b,0x8
2308,0x6c17,0x6c,0x0,0x0,0x50000702,0x3,0x0,0x0,0x1
2309,0x8518,0x88b,0x6c16,0x6c,0x0,0x2,0x7,0x0,0x50
2310,0x1,0x100,0x8520,0x88b,0x6c6c17,0x0,0x0,0x0,0x0
2311,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2312,0x0,0x0,0x2343,0xd00,0x1000783,0x28,0x85,0x8b,0x8
2313,0x0,0x0,0x0,0x0,0xd001f80,0x84,0x7,0x0,0x1
2314,0x8530,0x88b,0x0,0x0,0x0,0x80,0x1f,0x0,0xd
2315,0x782,0x100,0x8538,0x88b,0x0,0x0,0x0,0x0,0x0
2316,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
